Ano	Estado	Mes	Numero	Periodo
"2016	Minas Gerais	Dezembro	91	01/01/2016"
"1998	Pará	Janeiro	0	01/01/1998"
"1999	Pará	Janeiro	87	01/01/1999"
"2000	Pará	Janeiro	30	01/01/2000"
"2001	Pará	Janeiro	34	01/01/2001"
"2002	Pará	Janeiro	144	01/01/2002"
"2003	Pará	Janeiro	900	01/01/2003"
"2004	Pará	Janeiro	579	01/01/2004"
"2005	Pará	Janeiro	1768	01/01/2005"
"2006	Pará	Janeiro	403	01/01/2006"
"2007	Pará	Janeiro	467	01/01/2007"
"2008	Pará	Janeiro	131	01/01/2008"
"2009	Pará	Janeiro	241	01/01/2009"
"2010	Pará	Janeiro	437	01/01/2010"
"2011	Pará	Janeiro	108	01/01/2011"
"2012	Pará	Janeiro	392	01/01/2012"
"2013	Pará	Janeiro	167	01/01/2013"
"2014	Pará	Janeiro	251	01/01/2014"
"2015	Pará	Janeiro	725	01/01/2015"
"2016	Pará	Janeiro	1322	01/01/2016"
"2017	Pará	Janeiro	219	01/01/2017"
"1998	Pará	Fevereiro	0	01/01/1998"
"1999	Pará	Fevereiro	285	01/01/1999"
"2000	Pará	Fevereiro	29	01/01/2000"
"2001	Pará	Fevereiro	16	01/01/2001"
"2002	Pará	Fevereiro	120	01/01/2002"
"2003	Pará	Fevereiro	34	01/01/2003"
"2004	Pará	Fevereiro	20	01/01/2004"
"2005	Pará	Fevereiro	85	01/01/2005"
"2006	Pará	Fevereiro	49	01/01/2006"
"2007	Pará	Fevereiro	23	01/01/2007"
"2008	Pará	Fevereiro	54	01/01/2008"
"2009	Pará	Fevereiro	15	01/01/2009"
"2010	Pará	Fevereiro	102	01/01/2010"
"2011	Pará	Fevereiro	13	01/01/2011"
"2012	Pará	Fevereiro	63	01/01/2012"
"2013	Pará	Fevereiro	30	01/01/2013"
"2014	Pará	Fevereiro	37	01/01/2014"
"2015	Pará	Fevereiro	108	01/01/2015"
"2016	Pará	Fevereiro	430	01/01/2016"
"2017	Pará	Fevereiro	14	01/01/2017"
"1998	Pará	Março	0	01/01/1998"
"1999	Pará	Março	7	01/01/1999"
"2000	Pará	Março	181	01/01/2000"
"2001	Pará	Março	0	01/01/2001"
"2002	Pará	Março	14	01/01/2002"
"2003	Pará	Março	27	01/01/2003"
"2004	Pará	Março	22	01/01/2004"
"2005	Pará	Março	21	01/01/2005"
"2006	Pará	Março	10	01/01/2006"
"2007	Pará	Março	6	01/01/2007"
"2008	Pará	Março	4	01/01/2008"
"2009	Pará	Março	4	01/01/2009"
"2010	Pará	Março	110	01/01/2010"
"2011	Pará	Março	21	01/01/2011"
"2012	Pará	Março	30	01/01/2012"
"2013	Pará	Março	19	01/01/2013"
"2014	Pará	Março	34	01/01/2014"
"2015	Pará	Março	61	01/01/2015"
"2016	Pará	Março	81	01/01/2016"
"2017	Pará	Março	42	01/01/2017"
"1998	Pará	Abril	0	01/01/1998"
"1999	Pará	Abril	6	01/01/1999"
"2000	Pará	Abril	40	01/01/2000"
"2001	Pará	Abril	0	01/01/2001"
"2002	Pará	Abril	11	01/01/2002"
"2003	Pará	Abril	14	01/01/2003"
"2004	Pará	Abril	23	01/01/2004"
"2005	Pará	Abril	14	01/01/2005"
"2006	Pará	Abril	2	01/01/2006"
"2007	Pará	Abril	0	01/01/2007"
"2008	Pará	Abril	7	01/01/2008"
"2009	Pará	Abril	8	01/01/2009"
"2010	Pará	Abril	22	01/01/2010"
"2011	Pará	Abril	10	01/01/2011"
"2012	Pará	Abril	11	01/01/2012"
"2013	Pará	Abril	20	01/01/2013"
"2014	Pará	Abril	27	01/01/2014"
"2015	Pará	Abril	27	01/01/2015"
"2016	Pará	Abril	66	01/01/2016"
"2017	Pará	Abril	45	01/01/2017"
"1998	Pará	Maio	0	01/01/1998"
"1999	Pará	Maio	4	01/01/1999"
"2000	Pará	Maio	12	01/01/2000"
"2001	Pará	Maio	7	01/01/2001"
"2002	Pará	Maio	18	01/01/2002"
"2003	Pará	Maio	3	01/01/2003"
"2004	Pará	Maio	44	01/01/2004"
"2005	Pará	Maio	37	01/01/2005"
"2006	Pará	Maio	0	01/01/2006"
"2007	Pará	Maio	9	01/01/2007"
"2008	Pará	Maio	0	01/01/2008"
"2009	Pará	Maio	7	01/01/2009"
"2010	Pará	Maio	57	01/01/2010"
"2011	Pará	Maio	16	01/01/2011"
"2012	Pará	Maio	59	01/01/2012"
"2013	Pará	Maio	42	01/01/2013"
"2014	Pará	Maio	70	01/01/2014"
"2015	Pará	Maio	95	01/01/2015"
"2016	Pará	Maio	154	01/01/2016"
"2017	Pará	Maio	114	01/01/2017"
"1998	Pará	Junho	58	01/01/1998"
"1999	Pará	Junho	37	01/01/1999"
"2000	Pará	Junho	59	01/01/2000"
"2001	Pará	Junho	42	01/01/2001"
"2002	Pará	Junho	149	01/01/2002"
"2003	Pará	Junho	64	01/01/2003"
"2004	Pará	Junho	340	01/01/2004"
"2005	Pará	Junho	304	01/01/2005"
"2006	Pará	Junho	78	01/01/2006"
"2007	Pará	Junho	129	01/01/2007"
"2008	Pará	Junho	48	01/01/2008"
"2009	Pará	Junho	38	01/01/2009"
"2010	Pará	Junho	94	01/01/2010"
"2011	Pará	Junho	105	01/01/2011"
"2012	Pará	Junho	183	01/01/2012"
"2013	Pará	Junho	173	01/01/2013"
"2014	Pará	Junho	319	01/01/2014"
"2015	Pará	Junho	265	01/01/2015"
"2016	Pará	Junho	502	01/01/2016"
"2017	Pará	Junho	679	01/01/2017"
"1998	Pará	Julho	638	01/01/1998"
"1999	Pará	Julho	982	01/01/1999"
"2000	Pará	Julho	426	01/01/2000"
"2001	Pará	Julho	708	01/01/2001"
"2002	Pará	Julho	772	01/01/2002"
"2003	Pará	Julho	1571	01/01/2003"
"2004	Pará	Julho	4436	01/01/2004"
"2005	Pará	Julho	4364	01/01/2005"
"2006	Pará	Julho	615	01/01/2006"
"2007	Pará	Julho	476	01/01/2007"
"2008	Pará	Julho	971	01/01/2008"
"2009	Pará	Julho	397	01/01/2009"
"2010	Pará	Julho	1432	01/01/2010"
"2011	Pará	Julho	632	01/01/2011"
"2012	Pará	Julho	661	01/01/2012"
"2013	Pará	Julho	447	01/01/2013"
"2014	Pará	Julho	825	01/01/2014"
"2015	Pará	Julho	906	01/01/2015"
"2016	Pará	Julho	1579	01/01/2016"
"2017	Pará	Julho	4985	01/01/2017"
"1998	Pará	Agosto	6815	01/01/1998"
"1999	Pará	Agosto	6178	01/01/1999"
"2000	Pará	Agosto	5484	01/01/2000"
"2001	Pará	Agosto	9043	01/01/2001"
"2002	Pará	Agosto	15664	01/01/2002"
"2003	Pará	Agosto	6255	01/01/2003"
"2004	Pará	Agosto	12812	01/01/2004"
"2005	Pará	Agosto	13055	01/01/2005"
"2006	Pará	Agosto	7575	01/01/2006"
"2007	Pará	Agosto	14352	01/01/2007"
"2008	Pará	Agosto	4435	01/01/2008"
"2009	Pará	Agosto	3859	01/01/2009"
"2010	Pará	Agosto	18130	01/01/2010"
"2011	Pará	Agosto	2195	01/01/2011"
"2012	Pará	Agosto	6964	01/01/2012"
"2013	Pará	Agosto	2161	01/01/2013"
"2014	Pará	Agosto	8555	01/01/2014"
"2015	Pará	Agosto	7913	01/01/2015"
"2016	Pará	Agosto	4863	01/01/2016"
"2017	Pará	Agosto	11962	01/01/2017"
"1998	Pará	Setembro	6237	01/01/1998"
"1999	Pará	Setembro	4419	01/01/1999"
"2000	Pará	Setembro	2569	01/01/2000"
"2001	Pará	Setembro	6139	01/01/2001"
"2002	Pará	Setembro	5609	01/01/2002"
"2003	Pará	Setembro	8447	01/01/2003"
"2004	Pará	Setembro	9471	01/01/2004"
"2005	Pará	Setembro	9032	01/01/2005"
"2006	Pará	Setembro	8372	01/01/2006"
"2007	Pará	Setembro	14590	01/01/2007"
"2008	Pará	Setembro	6294	01/01/2008"
"2009	Pará	Setembro	6051	01/01/2009"
"2010	Pará	Setembro	10810	01/01/2010"
"2011	Pará	Setembro	5185	01/01/2011"
"2012	Pará	Setembro	6870	01/01/2012"
"2013	Pará	Setembro	3360	01/01/2013"
"2014	Pará	Setembro	6787	01/01/2014"
"2015	Pará	Setembro	11068	01/01/2015"
"2016	Pará	Setembro	3953	01/01/2016"
"2017	Pará	Setembro	25004	01/01/2017"
"1998	Pará	Outubro	3665	01/01/1998"
"1999	Pará	Outubro	5026	01/01/1999"
"2000	Pará	Outubro	4313	01/01/2000"
"2001	Pará	Outubro	5096	01/01/2001"
"2002	Pará	Outubro	5189	01/01/2002"
"2003	Pará	Outubro	3803	01/01/2003"
"2004	Pará	Outubro	4726	01/01/2004"
"2005	Pará	Outubro	5083	01/01/2005"
"2006	Pará	Outubro	5964	01/01/2006"
"2007	Pará	Outubro	2504	01/01/2007"
"2008	Pará	Outubro	6653	01/01/2008"
"2009	Pará	Outubro	6342	01/01/2009"
"2010	Pará	Outubro	3843	01/01/2010"
"2011	Pará	Outubro	3141	01/01/2011"
"2012	Pará	Outubro	3714	01/01/2012"
"2013	Pará	Outubro	4921	01/01/2013"
"2014	Pará	Outubro	6448	01/01/2014"
"2015	Pará	Outubro	7781	01/01/2015"
"2016	Pará	Outubro	5281	01/01/2016"
"2017	Pará	Outubro	7628	01/01/2017"
"1998	Pará	Novembro	1861	01/01/1998"
"1999	Pará	Novembro	2682	01/01/1999"
"2000	Pará	Novembro	3366	01/01/2000"
"2001	Pará	Novembro	4938	01/01/2001"
"2002	Pará	Novembro	7996	01/01/2002"
"2003	Pará	Novembro	6195	01/01/2003"
"2004	Pará	Novembro	9842	01/01/2004"
"2005	Pará	Novembro	4968	01/01/2005"
"2006	Pará	Novembro	2883	01/01/2006"
"2007	Pará	Novembro	2890	01/01/2007"
"2008	Pará	Novembro	2403	01/01/2008"
"2009	Pará	Novembro	10012	01/01/2009"
"2010	Pará	Novembro	4417	01/01/2010"
"2011	Pará	Novembro	3043	01/01/2011"
"2012	Pará	Novembro	6156	01/01/2012"
"2013	Pará	Novembro	3688	01/01/2013"
"2014	Pará	Novembro	7767	01/01/2014"
"2015	Pará	Novembro	9643	01/01/2015"
"2016	Pará	Novembro	7879	01/01/2016"
"2017	Pará	Novembro	9079	01/01/2017"
"1998	Pará	Dezembro	1008	01/01/1998"
"1999	Pará	Dezembro	766	01/01/1999"
"2000	Pará	Dezembro	1698	01/01/2000"
"2001	Pará	Dezembro	2564	01/01/2001"
"2002	Pará	Dezembro	3118	01/01/2002"
"2003	Pará	Dezembro	4787	01/01/2003"
"2004	Pará	Dezembro	5508	01/01/2004"
"2005	Pará	Dezembro	1495	01/01/2005"
"2006	Pará	Dezembro	1417	01/01/2006"
"2007	Pará	Dezembro	689	01/01/2007"
"2008	Pará	Dezembro	684	01/01/2008"
"2009	Pará	Dezembro	2832	01/01/2009"
"2010	Pará	Dezembro	1612	01/01/2010"
"2011	Pará	Dezembro	3218	01/01/2011"
"2012	Pará	Dezembro	1812	01/01/2012"
"2013	Pará	Dezembro	5514	01/01/2013"
"2014	Pará	Dezembro	4828	01/01/2014"
"2015	Pará	Dezembro	6610	01/01/2015"
"2016	Pará	Dezembro	3300	01/01/2016"
"1998	Paraíba	Janeiro	0	01/01/1998"
"1999	Paraíba	Janeiro	26	01/01/1999"
"2000	Paraíba	Janeiro	0	01/01/2000"
"2001	Paraíba	Janeiro	11	01/01/2001"
"2002	Paraíba	Janeiro	5	01/01/2002"
"2003	Paraíba	Janeiro	70	01/01/2003"
"2004	Paraíba	Janeiro	33	01/01/2004"
"2005	Paraíba	Janeiro	178	01/01/2005"
"2006	Paraíba	Janeiro	83	01/01/2006"
"2007	Paraíba	Janeiro	69	01/01/2007"
"2008	Paraíba	Janeiro	77	01/01/2008"
"2009	Paraíba	Janeiro	115	01/01/2009"
"2010	Paraíba	Janeiro	46	01/01/2010"
"2011	Paraíba	Janeiro	11	01/01/2011"
"2012	Paraíba	Janeiro	61	01/01/2012"
"2013	Paraíba	Janeiro	38	01/01/2013"
"2014	Paraíba	Janeiro	75	01/01/2014"
"2015	Paraíba	Janeiro	42	01/01/2015"
"2016	Paraíba	Janeiro	18	01/01/2016"
"2017	Paraíba	Janeiro	23	01/01/2017"
"1998	Paraíba	Fevereiro	0	01/01/1998"
"1999	Paraíba	Fevereiro	2	01/01/1999"
"2000	Paraíba	Fevereiro	11	01/01/2000"
"2001	Paraíba	Fevereiro	6	01/01/2001"
"2002	Paraíba	Fevereiro	18	01/01/2002"
"2003	Paraíba	Fevereiro	3	01/01/2003"
"2004	Paraíba	Fevereiro	3	01/01/2004"
"2005	Paraíba	Fevereiro	15	01/01/2005"
"2006	Paraíba	Fevereiro	7	01/01/2006"
"2007	Paraíba	Fevereiro	7	01/01/2007"
"2008	Paraíba	Fevereiro	20	01/01/2008"
"2009	Paraíba	Fevereiro	9	01/01/2009"
"2010	Paraíba	Fevereiro	15	01/01/2010"
"2011	Paraíba	Fevereiro	5	01/01/2011"
"2012	Paraíba	Fevereiro	15	01/01/2012"
"2013	Paraíba	Fevereiro	9	01/01/2013"
"2014	Paraíba	Fevereiro	6	01/01/2014"
"2015	Paraíba	Fevereiro	15	01/01/2015"
"2016	Paraíba	Fevereiro	4	01/01/2016"
"2017	Paraíba	Fevereiro	8	01/01/2017"
"1998	Paraíba	Março	0	01/01/1998"
"1999	Paraíba	Março	1	01/01/1999"
"2000	Paraíba	Março	5	01/01/2000"
"2001	Paraíba	Março	0	01/01/2001"
"2002	Paraíba	Março	3	01/01/2002"
"2003	Paraíba	Março	0	01/01/2003"
"2004	Paraíba	Março	3	01/01/2004"
"2005	Paraíba	Março	13	01/01/2005"
"2006	Paraíba	Março	4	01/01/2006"
"2007	Paraíba	Março	1	01/01/2007"
"2008	Paraíba	Março	8	01/01/2008"
"2009	Paraíba	Março	2	01/01/2009"
"2010	Paraíba	Março	16	01/01/2010"
"2011	Paraíba	Março	6	01/01/2011"
"2012	Paraíba	Março	4	01/01/2012"
"2013	Paraíba	Março	3	01/01/2013"
"2014	Paraíba	Março	18	01/01/2014"
"2015	Paraíba	Março	7	01/01/2015"
"2016	Paraíba	Março	1	01/01/2016"
"2017	Paraíba	Março	2	01/01/2017"
"1998	Paraíba	Abril	0	01/01/1998"
"1999	Paraíba	Abril	3	01/01/1999"
"2000	Paraíba	Abril	1	01/01/2000"
"2001	Paraíba	Abril	0	01/01/2001"
"2002	Paraíba	Abril	1	01/01/2002"
"2003	Paraíba	Abril	0	01/01/2003"
"2004	Paraíba	Abril	3	01/01/2004"
"2005	Paraíba	Abril	2	01/01/2005"
"2006	Paraíba	Abril	0	01/01/2006"
"2007	Paraíba	Abril	0	01/01/2007"
"2008	Paraíba	Abril	0	01/01/2008"
"2009	Paraíba	Abril	1	01/01/2009"
"2010	Paraíba	Abril	2	01/01/2010"
"2011	Paraíba	Abril	2	01/01/2011"
"2012	Paraíba	Abril	13	01/01/2012"
"2013	Paraíba	Abril	6	01/01/2013"
"2014	Paraíba	Abril	8	01/01/2014"
"2015	Paraíba	Abril	11	01/01/2015"
"2016	Paraíba	Abril	1	01/01/2016"
"2017	Paraíba	Abril	1	01/01/2017"
"1998	Paraíba	Maio	0	01/01/1998"
"1999	Paraíba	Maio	0	01/01/1999"
"2000	Paraíba	Maio	0	01/01/2000"
"2001	Paraíba	Maio	4	01/01/2001"
"2002	Paraíba	Maio	1	01/01/2002"
"2003	Paraíba	Maio	0	01/01/2003"
"2004	Paraíba	Maio	1	01/01/2004"
"2005	Paraíba	Maio	0	01/01/2005"
"2006	Paraíba	Maio	0	01/01/2006"
"2007	Paraíba	Maio	0	01/01/2007"
"2008	Paraíba	Maio	0	01/01/2008"
"2009	Paraíba	Maio	0	01/01/2009"
"2010	Paraíba	Maio	10	01/01/2010"
"2011	Paraíba	Maio	0	01/01/2011"
"2012	Paraíba	Maio	10	01/01/2012"
"2013	Paraíba	Maio	3	01/01/2013"
"2014	Paraíba	Maio	1	01/01/2014"
"2015	Paraíba	Maio	6	01/01/2015"
"2016	Paraíba	Maio	1	01/01/2016"
"2017	Paraíba	Maio	1	01/01/2017"
"1998	Paraíba	Junho	3	01/01/1998"
"1999	Paraíba	Junho	1	01/01/1999"
"2000	Paraíba	Junho	2	01/01/2000"
"2001	Paraíba	Junho	0	01/01/2001"
"2002	Paraíba	Junho	1	01/01/2002"
"2003	Paraíba	Junho	0	01/01/2003"
"2004	Paraíba	Junho	0	01/01/2004"
"2005	Paraíba	Junho	0	01/01/2005"
"2006	Paraíba	Junho	0	01/01/2006"
"2007	Paraíba	Junho	0	01/01/2007"
"2008	Paraíba	Junho	0	01/01/2008"
"2009	Paraíba	Junho	0	01/01/2009"
"2010	Paraíba	Junho	3	01/01/2010"
"2011	Paraíba	Junho	2	01/01/2011"
"2012	Paraíba	Junho	5	01/01/2012"
"2013	Paraíba	Junho	3	01/01/2013"
"2014	Paraíba	Junho	1	01/01/2014"
"2015	Paraíba	Junho	0	01/01/2015"
"2016	Paraíba	Junho	4	01/01/2016"
"2017	Paraíba	Junho	0	01/01/2017"
"1998	Paraíba	Julho	0	01/01/1998"
"1999	Paraíba	Julho	1	01/01/1999"
"2000	Paraíba	Julho	0	01/01/2000"
"2001	Paraíba	Julho	8	01/01/2001"
"2002	Paraíba	Julho	8	01/01/2002"
"2003	Paraíba	Julho	6	01/01/2003"
"2004	Paraíba	Julho	1	01/01/2004"
"2005	Paraíba	Julho	0	01/01/2005"
"2006	Paraíba	Julho	1	01/01/2006"
"2007	Paraíba	Julho	1	01/01/2007"
"2008	Paraíba	Julho	0	01/01/2008"
"2009	Paraíba	Julho	3	01/01/2009"
"2010	Paraíba	Julho	7	01/01/2010"
"2011	Paraíba	Julho	6	01/01/2011"
"2012	Paraíba	Julho	5	01/01/2012"
"2013	Paraíba	Julho	1	01/01/2013"
"2014	Paraíba	Julho	9	01/01/2014"
"2015	Paraíba	Julho	3	01/01/2015"
"2016	Paraíba	Julho	22	01/01/2016"
"2017	Paraíba	Julho	2	01/01/2017"
"1998	Paraíba	Agosto	3	01/01/1998"
"1999	Paraíba	Agosto	4	01/01/1999"
"2000	Paraíba	Agosto	7	01/01/2000"
"2001	Paraíba	Agosto	34	01/01/2001"
"2002	Paraíba	Agosto	38	01/01/2002"
"2003	Paraíba	Agosto	14	01/01/2003"
"2004	Paraíba	Agosto	18	01/01/2004"
"2005	Paraíba	Agosto	0	01/01/2005"
"2006	Paraíba	Agosto	3	01/01/2006"
"2007	Paraíba	Agosto	8	01/01/2007"
"2008	Paraíba	Agosto	1	01/01/2008"
"2009	Paraíba	Agosto	4	01/01/2009"
"2010	Paraíba	Agosto	9	01/01/2010"
"2011	Paraíba	Agosto	12	01/01/2011"
"2012	Paraíba	Agosto	13	01/01/2012"
"2013	Paraíba	Agosto	3	01/01/2013"
"2014	Paraíba	Agosto	30	01/01/2014"
"2015	Paraíba	Agosto	5	01/01/2015"
"2016	Paraíba	Agosto	50	01/01/2016"
"2017	Paraíba	Agosto	3	01/01/2017"
"1998	Paraíba	Setembro	50	01/01/1998"
"1999	Paraíba	Setembro	14	01/01/1999"
"2000	Paraíba	Setembro	9	01/01/2000"
"2001	Paraíba	Setembro	98	01/01/2001"
"2002	Paraíba	Setembro	63	01/01/2002"
"2003	Paraíba	Setembro	81	01/01/2003"
"2004	Paraíba	Setembro	34	01/01/2004"
"2005	Paraíba	Setembro	13	01/01/2005"
"2006	Paraíba	Setembro	27	01/01/2006"
"2007	Paraíba	Setembro	22	01/01/2007"
"2008	Paraíba	Setembro	21	01/01/2008"
"2009	Paraíba	Setembro	28	01/01/2009"
"2010	Paraíba	Setembro	37	01/01/2010"
"2011	Paraíba	Setembro	55	01/01/2011"
"2012	Paraíba	Setembro	71	01/01/2012"
"2013	Paraíba	Setembro	25	01/01/2013"
"2014	Paraíba	Setembro	51	01/01/2014"
"2015	Paraíba	Setembro	48	01/01/2015"
"2016	Paraíba	Setembro	131	01/01/2016"
"2017	Paraíba	Setembro	30	01/01/2017"
"1998	Paraíba	Outubro	179	01/01/1998"
"1999	Paraíba	Outubro	48	01/01/1999"
"2000	Paraíba	Outubro	125	01/01/2000"
"2001	Paraíba	Outubro	279	01/01/2001"
"2002	Paraíba	Outubro	193	01/01/2002"
"2003	Paraíba	Outubro	381	01/01/2003"
"2004	Paraíba	Outubro	190	01/01/2004"
"2005	Paraíba	Outubro	155	01/01/2005"
"2006	Paraíba	Outubro	135	01/01/2006"
"2007	Paraíba	Outubro	111	01/01/2007"
"2008	Paraíba	Outubro	80	01/01/2008"
"2009	Paraíba	Outubro	117	01/01/2009"
"2010	Paraíba	Outubro	150	01/01/2010"
"2011	Paraíba	Outubro	200	01/01/2011"
"2012	Paraíba	Outubro	136	01/01/2012"
"2013	Paraíba	Outubro	58	01/01/2013"
"2014	Paraíba	Outubro	70	01/01/2014"
"2015	Paraíba	Outubro	121	01/01/2015"
"2016	Paraíba	Outubro	304	01/01/2016"
"2017	Paraíba	Outubro	123	01/01/2017"
"1998	Paraíba	Novembro	46	01/01/1998"
"1999	Paraíba	Novembro	38	01/01/1999"
"2000	Paraíba	Novembro	65	01/01/2000"
"2001	Paraíba	Novembro	294	01/01/2001"
"2002	Paraíba	Novembro	238	01/01/2002"
"2003	Paraíba	Novembro	538	01/01/2003"
"2004	Paraíba	Novembro	331	01/01/2004"
"2005	Paraíba	Novembro	280	01/01/2005"
"2006	Paraíba	Novembro	215	01/01/2006"
"2007	Paraíba	Novembro	256	01/01/2007"
"2008	Paraíba	Novembro	175	01/01/2008"
"2009	Paraíba	Novembro	428	01/01/2009"
"2010	Paraíba	Novembro	451	01/01/2010"
"2011	Paraíba	Novembro	359	01/01/2011"
"2012	Paraíba	Novembro	130	01/01/2012"
"2013	Paraíba	Novembro	95	01/01/2013"
"2014	Paraíba	Novembro	111	01/01/2014"
"2015	Paraíba	Novembro	206	01/01/2015"
"2016	Paraíba	Novembro	132	01/01/2016"
"2017	Paraíba	Novembro	101	01/01/2017"
"1998	Paraíba	Dezembro	51	01/01/1998"
"1999	Paraíba	Dezembro	40	01/01/1999"
"2000	Paraíba	Dezembro	34	01/01/2000"
"2001	Paraíba	Dezembro	70	01/01/2001"
"2002	Paraíba	Dezembro	163	01/01/2002"
"2003	Paraíba	Dezembro	288	01/01/2003"
"2004	Paraíba	Dezembro	351	01/01/2004"
"2005	Paraíba	Dezembro	159	01/01/2005"
"2006	Paraíba	Dezembro	196	01/01/2006"
"2007	Paraíba	Dezembro	133	01/01/2007"
"2008	Paraíba	Dezembro	187	01/01/2008"
"2009	Paraíba	Dezembro	270	01/01/2009"
"2010	Paraíba	Dezembro	65	01/01/2010"
"2011	Paraíba	Dezembro	179	01/01/2011"
"2012	Paraíba	Dezembro	62	01/01/2012"
"2013	Paraíba	Dezembro	78	01/01/2013"
"2014	Paraíba	Dezembro	62	01/01/2014"
"2015	Paraíba	Dezembro	122	01/01/2015"
"2016	Paraíba	Dezembro	8	01/01/2016"
"1998	Paraná	Janeiro	0	01/01/1998"
"1999	Paraná	Janeiro	7	01/01/1999"
"2000	Paraná	Janeiro	49	01/01/2000"
"2001	Paraná	Janeiro	32	01/01/2001"
"2002	Paraná	Janeiro	47	01/01/2002"
"2003	Paraná	Janeiro	109	01/01/2003"
"2004	Paraná	Janeiro	88	01/01/2004"
"2005	Paraná	Janeiro	55	01/01/2005"
"2006	Paraná	Janeiro	78	01/01/2006"
"2007	Paraná	Janeiro	11	01/01/2007"
"2008	Paraná	Janeiro	35	01/01/2008"
"2009	Paraná	Janeiro	35	01/01/2009"
"2010	Paraná	Janeiro	18	01/01/2010"
"2011	Paraná	Janeiro	35	01/01/2011"
"2012	Paraná	Janeiro	31	01/01/2012"
"2013	Paraná	Janeiro	28	01/01/2013"
"2014	Paraná	Janeiro	86	01/01/2014"
"2015	Paraná	Janeiro	120	01/01/2015"
"2016	Paraná	Janeiro	113	01/01/2016"
"2017	Paraná	Janeiro	55	01/01/2017"
"1998	Paraná	Fevereiro	0	01/01/1998"
"1999	Paraná	Fevereiro	22	01/01/1999"
"2000	Paraná	Fevereiro	67	01/01/2000"
"2001	Paraná	Fevereiro	8	01/01/2001"
"2002	Paraná	Fevereiro	24	01/01/2002"
"2003	Paraná	Fevereiro	46	01/01/2003"
"2004	Paraná	Fevereiro	42	01/01/2004"
"2005	Paraná	Fevereiro	77	01/01/2005"
"2006	Paraná	Fevereiro	60	01/01/2006"
"2007	Paraná	Fevereiro	32	01/01/2007"
"2008	Paraná	Fevereiro	38	01/01/2008"
"2009	Paraná	Fevereiro	21	01/01/2009"
"2010	Paraná	Fevereiro	46	01/01/2010"
"2011	Paraná	Fevereiro	8	01/01/2011"
"2012	Paraná	Fevereiro	40	01/01/2012"
"2013	Paraná	Fevereiro	9	01/01/2013"
"2014	Paraná	Fevereiro	52	01/01/2014"
"2015	Paraná	Fevereiro	58	01/01/2015"
"2016	Paraná	Fevereiro	31	01/01/2016"
"2017	Paraná	Fevereiro	60	01/01/2017"
"1998	Paraná	Março	0	01/01/1998"
"1999	Paraná	Março	40	01/01/1999"
"2000	Paraná	Março	52	01/01/2000"
"2001	Paraná	Março	12	01/01/2001"
"2002	Paraná	Março	18	01/01/2002"
"2003	Paraná	Março	76	01/01/2003"
"2004	Paraná	Março	83	01/01/2004"
"2005	Paraná	Março	84	01/01/2005"
"2006	Paraná	Março	56	01/01/2006"
"2007	Paraná	Março	54	01/01/2007"
"2008	Paraná	Março	43	01/01/2008"
"2009	Paraná	Março	57	01/01/2009"
"2010	Paraná	Março	22	01/01/2010"
"2011	Paraná	Março	21	01/01/2011"
"2012	Paraná	Março	55	01/01/2012"
"2013	Paraná	Março	18	01/01/2013"
"2014	Paraná	Março	42	01/01/2014"
"2015	Paraná	Março	55	01/01/2015"
"2016	Paraná	Março	63	01/01/2016"
"2017	Paraná	Março	43	01/01/2017"
"1998	Paraná	Abril	0	01/01/1998"
"1999	Paraná	Abril	39	01/01/1999"
"2000	Paraná	Abril	51	01/01/2000"
"2001	Paraná	Abril	43	01/01/2001"
"2002	Paraná	Abril	84	01/01/2002"
"2003	Paraná	Abril	130	01/01/2003"
"2004	Paraná	Abril	68	01/01/2004"
"2005	Paraná	Abril	22	01/01/2005"
"2006	Paraná	Abril	49	01/01/2006"
"2007	Paraná	Abril	14	01/01/2007"
"2008	Paraná	Abril	62	01/01/2008"
"2009	Paraná	Abril	80	01/01/2009"
"2010	Paraná	Abril	71	01/01/2010"
"2011	Paraná	Abril	38	01/01/2011"
"2012	Paraná	Abril	38	01/01/2012"
"2013	Paraná	Abril	72	01/01/2013"
"2014	Paraná	Abril	38	01/01/2014"
"2015	Paraná	Abril	83	01/01/2015"
"2016	Paraná	Abril	167	01/01/2016"
"2017	Paraná	Abril	77	01/01/2017"
"1998	Paraná	Maio	0	01/01/1998"
"1999	Paraná	Maio	57	01/01/1999"
"2000	Paraná	Maio	43	01/01/2000"
"2001	Paraná	Maio	26	01/01/2001"
"2002	Paraná	Maio	65	01/01/2002"
"2003	Paraná	Maio	115	01/01/2003"
"2004	Paraná	Maio	9	01/01/2004"
"2005	Paraná	Maio	125	01/01/2005"
"2006	Paraná	Maio	90	01/01/2006"
"2007	Paraná	Maio	14	01/01/2007"
"2008	Paraná	Maio	41	01/01/2008"
"2009	Paraná	Maio	117	01/01/2009"
"2010	Paraná	Maio	39	01/01/2010"
"2011	Paraná	Maio	97	01/01/2011"
"2012	Paraná	Maio	86	01/01/2012"
"2013	Paraná	Maio	85	01/01/2013"
"2014	Paraná	Maio	109	01/01/2014"
"2015	Paraná	Maio	77	01/01/2015"
"2016	Paraná	Maio	72	01/01/2016"
"2017	Paraná	Maio	49	01/01/2017"
"1998	Paraná	Junho	36	01/01/1998"
"1999	Paraná	Junho	31	01/01/1999"
"2000	Paraná	Junho	53	01/01/2000"
