Ano	Estado	Mes	Numero	Periodo
"2001	Paraná	Junho	43	01/01/2001"
"2002	Paraná	Junho	115	01/01/2002"
"2003	Paraná	Junho	159	01/01/2003"
"2004	Paraná	Junho	147	01/01/2004"
"2005	Paraná	Junho	114	01/01/2005"
"2006	Paraná	Junho	62	01/01/2006"
"2007	Paraná	Junho	57	01/01/2007"
"2008	Paraná	Junho	17	01/01/2008"
"2009	Paraná	Junho	105	01/01/2009"
"2010	Paraná	Junho	55	01/01/2010"
"2011	Paraná	Junho	162	01/01/2011"
"2012	Paraná	Junho	77	01/01/2012"
"2013	Paraná	Junho	52	01/01/2013"
"2014	Paraná	Junho	112	01/01/2014"
"2015	Paraná	Junho	201	01/01/2015"
"2016	Paraná	Junho	238	01/01/2016"
"2017	Paraná	Junho	169	01/01/2017"
"1998	Paraná	Julho	59	01/01/1998"
"1999	Paraná	Julho	94	01/01/1999"
"2000	Paraná	Julho	98	01/01/2000"
"2001	Paraná	Julho	122	01/01/2001"
"2002	Paraná	Julho	172	01/01/2002"
"2003	Paraná	Julho	101	01/01/2003"
"2004	Paraná	Julho	148	01/01/2004"
"2005	Paraná	Julho	155	01/01/2005"
"2006	Paraná	Julho	139	01/01/2006"
"2007	Paraná	Julho	60	01/01/2007"
"2008	Paraná	Julho	87	01/01/2008"
"2009	Paraná	Julho	34	01/01/2009"
"2010	Paraná	Julho	196	01/01/2010"
"2011	Paraná	Julho	262	01/01/2011"
"2012	Paraná	Julho	111	01/01/2012"
"2013	Paraná	Julho	168	01/01/2013"
"2014	Paraná	Julho	215	01/01/2014"
"2015	Paraná	Julho	137	01/01/2015"
"2016	Paraná	Julho	504	01/01/2016"
"2017	Paraná	Julho	891	01/01/2017"
"1998	Paraná	Agosto	42	01/01/1998"
"1999	Paraná	Agosto	938	01/01/1999"
"2000	Paraná	Agosto	849	01/01/2000"
"2001	Paraná	Agosto	342	01/01/2001"
"2002	Paraná	Agosto	1593	01/01/2002"
"2003	Paraná	Agosto	1896	01/01/2003"
"2004	Paraná	Agosto	1237	01/01/2004"
"2005	Paraná	Agosto	800	01/01/2005"
"2006	Paraná	Agosto	844	01/01/2006"
"2007	Paraná	Agosto	580	01/01/2007"
"2008	Paraná	Agosto	205	01/01/2008"
"2009	Paraná	Agosto	844	01/01/2009"
"2010	Paraná	Agosto	733	01/01/2010"
"2011	Paraná	Agosto	435	01/01/2011"
"2012	Paraná	Agosto	522	01/01/2012"
"2013	Paraná	Agosto	481	01/01/2013"
"2014	Paraná	Agosto	646	01/01/2014"
"2015	Paraná	Agosto	651	01/01/2015"
"2016	Paraná	Agosto	1010	01/01/2016"
"2017	Paraná	Agosto	987	01/01/2017"
"1998	Paraná	Setembro	61	01/01/1998"
"1999	Paraná	Setembro	878	01/01/1999"
"2000	Paraná	Setembro	381	01/01/2000"
"2001	Paraná	Setembro	258	01/01/2001"
"2002	Paraná	Setembro	1071	01/01/2002"
"2003	Paraná	Setembro	2446	01/01/2003"
"2004	Paraná	Setembro	1360	01/01/2004"
"2005	Paraná	Setembro	386	01/01/2005"
"2006	Paraná	Setembro	866	01/01/2006"
"2007	Paraná	Setembro	960	01/01/2007"
"2008	Paraná	Setembro	413	01/01/2008"
"2009	Paraná	Setembro	149	01/01/2009"
"2010	Paraná	Setembro	270	01/01/2010"
"2011	Paraná	Setembro	913	01/01/2011"
"2012	Paraná	Setembro	459	01/01/2012"
"2013	Paraná	Setembro	476	01/01/2013"
"2014	Paraná	Setembro	443	01/01/2014"
"2015	Paraná	Setembro	599	01/01/2015"
"2016	Paraná	Setembro	1371	01/01/2016"
"2017	Paraná	Setembro	1706	01/01/2017"
"1998	Paraná	Outubro	61	01/01/1998"
"1999	Paraná	Outubro	452	01/01/1999"
"2000	Paraná	Outubro	658	01/01/2000"
"2001	Paraná	Outubro	209	01/01/2001"
"2002	Paraná	Outubro	399	01/01/2002"
"2003	Paraná	Outubro	1228	01/01/2003"
"2004	Paraná	Outubro	666	01/01/2004"
"2005	Paraná	Outubro	157	01/01/2005"
"2006	Paraná	Outubro	327	01/01/2006"
"2007	Paraná	Outubro	194	01/01/2007"
"2008	Paraná	Outubro	78	01/01/2008"
"2009	Paraná	Outubro	424	01/01/2009"
"2010	Paraná	Outubro	230	01/01/2010"
"2011	Paraná	Outubro	256	01/01/2011"
"2012	Paraná	Outubro	145	01/01/2012"
"2013	Paraná	Outubro	233	01/01/2013"
"2014	Paraná	Outubro	411	01/01/2014"
"2015	Paraná	Outubro	158	01/01/2015"
"2016	Paraná	Outubro	193	01/01/2016"
"2017	Paraná	Outubro	134	01/01/2017"
"1998	Paraná	Novembro	143	01/01/1998"
"1999	Paraná	Novembro	447	01/01/1999"
"2000	Paraná	Novembro	85	01/01/2000"
"2001	Paraná	Novembro	89	01/01/2001"
"2002	Paraná	Novembro	425	01/01/2002"
"2003	Paraná	Novembro	503	01/01/2003"
"2004	Paraná	Novembro	388	01/01/2004"
"2005	Paraná	Novembro	597	01/01/2005"
"2006	Paraná	Novembro	60	01/01/2006"
"2007	Paraná	Novembro	59	01/01/2007"
"2008	Paraná	Novembro	39	01/01/2008"
"2009	Paraná	Novembro	90	01/01/2009"
"2010	Paraná	Novembro	183	01/01/2010"
"2011	Paraná	Novembro	138	01/01/2011"
"2012	Paraná	Novembro	142	01/01/2012"
"2013	Paraná	Novembro	126	01/01/2013"
"2014	Paraná	Novembro	68	01/01/2014"
"2015	Paraná	Novembro	18	01/01/2015"
"2016	Paraná	Novembro	275	01/01/2016"
"2017	Paraná	Novembro	292	01/01/2017"
"1998	Paraná	Dezembro	82	01/01/1998"
"1999	Paraná	Dezembro	254	01/01/1999"
"2000	Paraná	Dezembro	159	01/01/2000"
"2001	Paraná	Dezembro	85	01/01/2001"
"2002	Paraná	Dezembro	165	01/01/2002"
"2003	Paraná	Dezembro	171	01/01/2003"
"2004	Paraná	Dezembro	151	01/01/2004"
"2005	Paraná	Dezembro	40	01/01/2005"
"2006	Paraná	Dezembro	6	01/01/2006"
"2007	Paraná	Dezembro	22	01/01/2007"
"2008	Paraná	Dezembro	62	01/01/2008"
"2009	Paraná	Dezembro	30	01/01/2009"
"2010	Paraná	Dezembro	37	01/01/2010"
"2011	Paraná	Dezembro	78	01/01/2011"
"2012	Paraná	Dezembro	54	01/01/2012"
"2013	Paraná	Dezembro	155	01/01/2013"
"2014	Paraná	Dezembro	78	01/01/2014"
"2015	Paraná	Dezembro	30	01/01/2015"
"2016	Paraná	Dezembro	45	01/01/2016"
"1998	Pernambuco	Janeiro	0	01/01/1998"
"1999	Pernambuco	Janeiro	102	01/01/1999"
"2000	Pernambuco	Janeiro	3	01/01/2000"
"2001	Pernambuco	Janeiro	7	01/01/2001"
"2002	Pernambuco	Janeiro	10	01/01/2002"
"2003	Pernambuco	Janeiro	188	01/01/2003"
"2004	Pernambuco	Janeiro	29	01/01/2004"
"2005	Pernambuco	Janeiro	221	01/01/2005"
"2006	Pernambuco	Janeiro	148	01/01/2006"
"2007	Pernambuco	Janeiro	156	01/01/2007"
"2008	Pernambuco	Janeiro	170	01/01/2008"
"2009	Pernambuco	Janeiro	256	01/01/2009"
"2010	Pernambuco	Janeiro	47	01/01/2010"
"2011	Pernambuco	Janeiro	49	01/01/2011"
"2012	Pernambuco	Janeiro	146	01/01/2012"
"2013	Pernambuco	Janeiro	55	01/01/2013"
"2014	Pernambuco	Janeiro	99	01/01/2014"
"2015	Pernambuco	Janeiro	109	01/01/2015"
"2016	Pernambuco	Janeiro	24	01/01/2016"
"2017	Pernambuco	Janeiro	52	01/01/2017"
"1998	Pernambuco	Fevereiro	0	01/01/1998"
"1999	Pernambuco	Fevereiro	13	01/01/1999"
"2000	Pernambuco	Fevereiro	4	01/01/2000"
"2001	Pernambuco	Fevereiro	2	01/01/2001"
"2002	Pernambuco	Fevereiro	19	01/01/2002"
"2003	Pernambuco	Fevereiro	35	01/01/2003"
"2004	Pernambuco	Fevereiro	8	01/01/2004"
"2005	Pernambuco	Fevereiro	33	01/01/2005"
"2006	Pernambuco	Fevereiro	41	01/01/2006"
"2007	Pernambuco	Fevereiro	21	01/01/2007"
"2008	Pernambuco	Fevereiro	48	01/01/2008"
"2009	Pernambuco	Fevereiro	28	01/01/2009"
"2010	Pernambuco	Fevereiro	33	01/01/2010"
"2011	Pernambuco	Fevereiro	25	01/01/2011"
"2012	Pernambuco	Fevereiro	64	01/01/2012"
"2013	Pernambuco	Fevereiro	29	01/01/2013"
"2014	Pernambuco	Fevereiro	25	01/01/2014"
"2015	Pernambuco	Fevereiro	55	01/01/2015"
"2016	Pernambuco	Fevereiro	19	01/01/2016"
"2017	Pernambuco	Fevereiro	23	01/01/2017"
"1998	Pernambuco	Março	0	01/01/1998"
"1999	Pernambuco	Março	27	01/01/1999"
"2000	Pernambuco	Março	14	01/01/2000"
"2001	Pernambuco	Março	0	01/01/2001"
"2002	Pernambuco	Março	24	01/01/2002"
"2003	Pernambuco	Março	9	01/01/2003"
"2004	Pernambuco	Março	6	01/01/2004"
"2005	Pernambuco	Março	45	01/01/2005"
"2006	Pernambuco	Março	18	01/01/2006"
"2007	Pernambuco	Março	4	01/01/2007"
"2008	Pernambuco	Março	32	01/01/2008"
"2009	Pernambuco	Março	15	01/01/2009"
"2010	Pernambuco	Março	59	01/01/2010"
"2011	Pernambuco	Março	39	01/01/2011"
"2012	Pernambuco	Março	44	01/01/2012"
"2013	Pernambuco	Março	40	01/01/2013"
"2014	Pernambuco	Março	36	01/01/2014"
"2015	Pernambuco	Março	33	01/01/2015"
"2016	Pernambuco	Março	4	01/01/2016"
"2017	Pernambuco	Março	7	01/01/2017"
"1998	Pernambuco	Abril	0	01/01/1998"
"1999	Pernambuco	Abril	2	01/01/1999"
"2000	Pernambuco	Abril	1	01/01/2000"
"2001	Pernambuco	Abril	2	01/01/2001"
"2002	Pernambuco	Abril	5	01/01/2002"
"2003	Pernambuco	Abril	7	01/01/2003"
"2004	Pernambuco	Abril	5	01/01/2004"
"2005	Pernambuco	Abril	1	01/01/2005"
"2006	Pernambuco	Abril	2	01/01/2006"
"2007	Pernambuco	Abril	1	01/01/2007"
"2008	Pernambuco	Abril	5	01/01/2008"
"2009	Pernambuco	Abril	3	01/01/2009"
"2010	Pernambuco	Abril	2	01/01/2010"
"2011	Pernambuco	Abril	22	01/01/2011"
"2012	Pernambuco	Abril	46	01/01/2012"
"2013	Pernambuco	Abril	11	01/01/2013"
"2014	Pernambuco	Abril	10	01/01/2014"
"2015	Pernambuco	Abril	30	01/01/2015"
"2016	Pernambuco	Abril	8	01/01/2016"
"2017	Pernambuco	Abril	9	01/01/2017"
"1998	Pernambuco	Maio	0	01/01/1998"
"1999	Pernambuco	Maio	6	01/01/1999"
"2000	Pernambuco	Maio	7	01/01/2000"
"2001	Pernambuco	Maio	5	01/01/2001"
"2002	Pernambuco	Maio	13	01/01/2002"
"2003	Pernambuco	Maio	1	01/01/2003"
"2004	Pernambuco	Maio	2	01/01/2004"
"2005	Pernambuco	Maio	1	01/01/2005"
"2006	Pernambuco	Maio	1	01/01/2006"
"2007	Pernambuco	Maio	0	01/01/2007"
"2008	Pernambuco	Maio	0	01/01/2008"
"2009	Pernambuco	Maio	0	01/01/2009"
"2010	Pernambuco	Maio	8	01/01/2010"
"2011	Pernambuco	Maio	1	01/01/2011"
"2012	Pernambuco	Maio	36	01/01/2012"
"2013	Pernambuco	Maio	9	01/01/2013"
"2014	Pernambuco	Maio	4	01/01/2014"
"2015	Pernambuco	Maio	17	01/01/2015"
"2016	Pernambuco	Maio	6	01/01/2016"
"2017	Pernambuco	Maio	13	01/01/2017"
"1998	Pernambuco	Junho	1	01/01/1998"
"1999	Pernambuco	Junho	7	01/01/1999"
"2000	Pernambuco	Junho	4	01/01/2000"
"2001	Pernambuco	Junho	2	01/01/2001"
"2002	Pernambuco	Junho	1	01/01/2002"
"2003	Pernambuco	Junho	2	01/01/2003"
"2004	Pernambuco	Junho	4	01/01/2004"
"2005	Pernambuco	Junho	3	01/01/2005"
"2006	Pernambuco	Junho	0	01/01/2006"
"2007	Pernambuco	Junho	1	01/01/2007"
"2008	Pernambuco	Junho	0	01/01/2008"
"2009	Pernambuco	Junho	1	01/01/2009"
"2010	Pernambuco	Junho	1	01/01/2010"
"2011	Pernambuco	Junho	4	01/01/2011"
"2012	Pernambuco	Junho	12	01/01/2012"
"2013	Pernambuco	Junho	12	01/01/2013"
"2014	Pernambuco	Junho	3	01/01/2014"
"2015	Pernambuco	Junho	3	01/01/2015"
"2016	Pernambuco	Junho	4	01/01/2016"
"2017	Pernambuco	Junho	5	01/01/2017"
"1998	Pernambuco	Julho	5	01/01/1998"
"1999	Pernambuco	Julho	2	01/01/1999"
"2000	Pernambuco	Julho	0	01/01/2000"
"2001	Pernambuco	Julho	6	01/01/2001"
"2002	Pernambuco	Julho	8	01/01/2002"
"2003	Pernambuco	Julho	5	01/01/2003"
"2004	Pernambuco	Julho	13	01/01/2004"
"2005	Pernambuco	Julho	1	01/01/2005"
"2006	Pernambuco	Julho	1	01/01/2006"
"2007	Pernambuco	Julho	3	01/01/2007"
"2008	Pernambuco	Julho	0	01/01/2008"
"2009	Pernambuco	Julho	1	01/01/2009"
"2010	Pernambuco	Julho	7	01/01/2010"
"2011	Pernambuco	Julho	2	01/01/2011"
"2012	Pernambuco	Julho	11	01/01/2012"
"2013	Pernambuco	Julho	4	01/01/2013"
"2014	Pernambuco	Julho	11	01/01/2014"
"2015	Pernambuco	Julho	13	01/01/2015"
"2016	Pernambuco	Julho	17	01/01/2016"
"2017	Pernambuco	Julho	2	01/01/2017"
"1998	Pernambuco	Agosto	12	01/01/1998"
"1999	Pernambuco	Agosto	3	01/01/1999"
"2000	Pernambuco	Agosto	31	01/01/2000"
"2001	Pernambuco	Agosto	27	01/01/2001"
"2002	Pernambuco	Agosto	37	01/01/2002"
"2003	Pernambuco	Agosto	26	01/01/2003"
"2004	Pernambuco	Agosto	41	01/01/2004"
"2005	Pernambuco	Agosto	10	01/01/2005"
"2006	Pernambuco	Agosto	8	01/01/2006"
"2007	Pernambuco	Agosto	20	01/01/2007"
"2008	Pernambuco	Agosto	2	01/01/2008"
"2009	Pernambuco	Agosto	10	01/01/2009"
"2010	Pernambuco	Agosto	29	01/01/2010"
"2011	Pernambuco	Agosto	27	01/01/2011"
"2012	Pernambuco	Agosto	27	01/01/2012"
"2013	Pernambuco	Agosto	14	01/01/2013"
"2014	Pernambuco	Agosto	23	01/01/2014"
"2015	Pernambuco	Agosto	21	01/01/2015"
"2016	Pernambuco	Agosto	42	01/01/2016"
"2017	Pernambuco	Agosto	20	01/01/2017"
"1998	Pernambuco	Setembro	177	01/01/1998"
"1999	Pernambuco	Setembro	64	01/01/1999"
"2000	Pernambuco	Setembro	130	01/01/2000"
"2001	Pernambuco	Setembro	298	01/01/2001"
"2002	Pernambuco	Setembro	374	01/01/2002"
"2003	Pernambuco	Setembro	510	01/01/2003"
"2004	Pernambuco	Setembro	192	01/01/2004"
"2005	Pernambuco	Setembro	154	01/01/2005"
"2006	Pernambuco	Setembro	147	01/01/2006"
"2007	Pernambuco	Setembro	164	01/01/2007"
"2008	Pernambuco	Setembro	92	01/01/2008"
"2009	Pernambuco	Setembro	164	01/01/2009"
"2010	Pernambuco	Setembro	179	01/01/2010"
"2011	Pernambuco	Setembro	243	01/01/2011"
"2012	Pernambuco	Setembro	192	01/01/2012"
"2013	Pernambuco	Setembro	143	01/01/2013"
"2014	Pernambuco	Setembro	63	01/01/2014"
"2015	Pernambuco	Setembro	116	01/01/2015"
"2016	Pernambuco	Setembro	171	01/01/2016"
"2017	Pernambuco	Setembro	69	01/01/2017"
"1998	Pernambuco	Outubro	372	01/01/1998"
"1999	Pernambuco	Outubro	180	01/01/1999"
"2000	Pernambuco	Outubro	411	01/01/2000"
"2001	Pernambuco	Outubro	461	01/01/2001"
"2002	Pernambuco	Outubro	638	01/01/2002"
"2003	Pernambuco	Outubro	859	01/01/2003"
"2004	Pernambuco	Outubro	545	01/01/2004"
"2005	Pernambuco	Outubro	408	01/01/2005"
"2006	Pernambuco	Outubro	310	01/01/2006"
"2007	Pernambuco	Outubro	702	01/01/2007"
"2008	Pernambuco	Outubro	274	01/01/2008"
"2009	Pernambuco	Outubro	254	01/01/2009"
"2010	Pernambuco	Outubro	347	01/01/2010"
"2011	Pernambuco	Outubro	461	01/01/2011"
"2012	Pernambuco	Outubro	222	01/01/2012"
"2013	Pernambuco	Outubro	161	01/01/2013"
"2014	Pernambuco	Outubro	174	01/01/2014"
"2015	Pernambuco	Outubro	194	01/01/2015"
"2016	Pernambuco	Outubro	319	01/01/2016"
"2017	Pernambuco	Outubro	256	01/01/2017"
"1998	Pernambuco	Novembro	141	01/01/1998"
"1999	Pernambuco	Novembro	41	01/01/1999"
"2000	Pernambuco	Novembro	64	01/01/2000"
"2001	Pernambuco	Novembro	208	01/01/2001"
"2002	Pernambuco	Novembro	521	01/01/2002"
"2003	Pernambuco	Novembro	560	01/01/2003"
"2004	Pernambuco	Novembro	465	01/01/2004"
"2005	Pernambuco	Novembro	452	01/01/2005"
"2006	Pernambuco	Novembro	385	01/01/2006"
"2007	Pernambuco	Novembro	359	01/01/2007"
"2008	Pernambuco	Novembro	363	01/01/2008"
"2009	Pernambuco	Novembro	486	01/01/2009"
"2010	Pernambuco	Novembro	831	01/01/2010"
"2011	Pernambuco	Novembro	352	01/01/2011"
"2012	Pernambuco	Novembro	181	01/01/2012"
"2013	Pernambuco	Novembro	110	01/01/2013"
"2014	Pernambuco	Novembro	111	01/01/2014"
"2015	Pernambuco	Novembro	315	01/01/2015"
"2016	Pernambuco	Novembro	191	01/01/2016"
"2017	Pernambuco	Novembro	66	01/01/2017"
"1998	Pernambuco	Dezembro	59	01/01/1998"
"1999	Pernambuco	Dezembro	16	01/01/1999"
"2000	Pernambuco	Dezembro	22	01/01/2000"
"2001	Pernambuco	Dezembro	62	01/01/2001"
"2002	Pernambuco	Dezembro	259	01/01/2002"
"2003	Pernambuco	Dezembro	229	01/01/2003"
"2004	Pernambuco	Dezembro	373	01/01/2004"
"2005	Pernambuco	Dezembro	191	01/01/2005"
"2006	Pernambuco	Dezembro	207	01/01/2006"
"2007	Pernambuco	Dezembro	200	01/01/2007"
"2008	Pernambuco	Dezembro	203	01/01/2008"
"2009	Pernambuco	Dezembro	351	01/01/2009"
"2010	Pernambuco	Dezembro	117	01/01/2010"
"2011	Pernambuco	Dezembro	364	01/01/2011"
"2012	Pernambuco	Dezembro	108	01/01/2012"
"2013	Pernambuco	Dezembro	141	01/01/2013"
"2014	Pernambuco	Dezembro	101	01/01/2014"
"2015	Pernambuco	Dezembro	176	01/01/2015"
"2016	Pernambuco	Dezembro	161	01/01/2016"
"1998	Piauí	Janeiro	0	01/01/1998"
"1999	Piauí	Janeiro	21	01/01/1999"
"2000	Piauí	Janeiro	5	01/01/2000"
"2001	Piauí	Janeiro	29	01/01/2001"
"2002	Piauí	Janeiro	33	01/01/2002"
"2003	Piauí	Janeiro	86	01/01/2003"
"2004	Piauí	Janeiro	42	01/01/2004"
"2005	Piauí	Janeiro	94	01/01/2005"
"2006	Piauí	Janeiro	133	01/01/2006"
"2007	Piauí	Janeiro	123	01/01/2007"
"2008	Piauí	Janeiro	61	01/01/2008"
"2009	Piauí	Janeiro	79	01/01/2009"
"2010	Piauí	Janeiro	99	01/01/2010"
"2011	Piauí	Janeiro	39	01/01/2011"
"2012	Piauí	Janeiro	80	01/01/2012"
"2013	Piauí	Janeiro	72	01/01/2013"
"2014	Piauí	Janeiro	79	01/01/2014"
"2015	Piauí	Janeiro	92	01/01/2015"
"2016	Piauí	Janeiro	94	01/01/2016"
"2017	Piauí	Janeiro	85	01/01/2017"
"1998	Piauí	Fevereiro	0	01/01/1998"
"1999	Piauí	Fevereiro	22	01/01/1999"
"2000	Piauí	Fevereiro	12	01/01/2000"
"2001	Piauí	Fevereiro	0	01/01/2001"
"2002	Piauí	Fevereiro	160	01/01/2002"
"2003	Piauí	Fevereiro	3	01/01/2003"
"2004	Piauí	Fevereiro	20	01/01/2004"
"2005	Piauí	Fevereiro	26	01/01/2005"
"2006	Piauí	Fevereiro	23	01/01/2006"
"2007	Piauí	Fevereiro	11	01/01/2007"
"2008	Piauí	Fevereiro	21	01/01/2008"
"2009	Piauí	Fevereiro	19	01/01/2009"
"2010	Piauí	Fevereiro	54	01/01/2010"
"2011	Piauí	Fevereiro	11	01/01/2011"
"2012	Piauí	Fevereiro	31	01/01/2012"
"2013	Piauí	Fevereiro	68	01/01/2013"
"2014	Piauí	Fevereiro	14	01/01/2014"
"2015	Piauí	Fevereiro	38	01/01/2015"
"2016	Piauí	Fevereiro	97	01/01/2016"
"2017	Piauí	Fevereiro	24	01/01/2017"
"1998	Piauí	Março	0	01/01/1998"
"1999	Piauí	Março	4	01/01/1999"
"2000	Piauí	Março	14	01/01/2000"
"2001	Piauí	Março	2	01/01/2001"
"2002	Piauí	Março	63	01/01/2002"
"2003	Piauí	Março	15	01/01/2003"
"2004	Piauí	Março	27	01/01/2004"
"2005	Piauí	Março	13	01/01/2005"
"2006	Piauí	Março	18	01/01/2006"
"2007	Piauí	Março	31	01/01/2007"
"2008	Piauí	Março	4	01/01/2008"
"2009	Piauí	Março	17	01/01/2009"
"2010	Piauí	Março	47	01/01/2010"
"2011	Piauí	Março	15	01/01/2011"
"2012	Piauí	Março	71	01/01/2012"
"2013	Piauí	Março	14	01/01/2013"
"2014	Piauí	Março	88	01/01/2014"
"2015	Piauí	Março	35	01/01/2015"
"2016	Piauí	Março	53	01/01/2016"
"2017	Piauí	Março	25	01/01/2017"
"1998	Piauí	Abril	0	01/01/1998"
"1999	Piauí	Abril	10	01/01/1999"
"2000	Piauí	Abril	15	01/01/2000"
"2001	Piauí	Abril	1	01/01/2001"
"2002	Piauí	Abril	87	01/01/2002"
"2003	Piauí	Abril	22	01/01/2003"
"2004	Piauí	Abril	10	01/01/2004"
"2005	Piauí	Abril	3	01/01/2005"
"2006	Piauí	Abril	1	01/01/2006"
"2007	Piauí	Abril	9	01/01/2007"
"2008	Piauí	Abril	7	01/01/2008"
"2009	Piauí	Abril	8	01/01/2009"
"2010	Piauí	Abril	56	01/01/2010"
"2011	Piauí	Abril	16	01/01/2011"
"2012	Piauí	Abril	119	01/01/2012"
"2013	Piauí	Abril	34	01/01/2013"
"2014	Piauí	Abril	63	01/01/2014"
"2015	Piauí	Abril	50	01/01/2015"
"2016	Piauí	Abril	35	01/01/2016"
"2017	Piauí	Abril	25	01/01/2017"
"1998	Piauí	Maio	0	01/01/1998"
"1999	Piauí	Maio	8	01/01/1999"
"2000	Piauí	Maio	25	01/01/2000"
"2001	Piauí	Maio	36	01/01/2001"
"2002	Piauí	Maio	84	01/01/2002"
"2003	Piauí	Maio	13	01/01/2003"
"2004	Piauí	Maio	80	01/01/2004"
"2005	Piauí	Maio	22	01/01/2005"
"2006	Piauí	Maio	0	01/01/2006"
"2007	Piauí	Maio	52	01/01/2007"
"2008	Piauí	Maio	12	01/01/2008"
"2009	Piauí	Maio	12	01/01/2009"
"2010	Piauí	Maio	231	01/01/2010"
"2011	Piauí	Maio	77	01/01/2011"
"2012	Piauí	Maio	334	01/01/2012"
"2013	Piauí	Maio	40	01/01/2013"
"2014	Piauí	Maio	138	01/01/2014"
"2015	Piauí	Maio	66	01/01/2015"
"2016	Piauí	Maio	60	01/01/2016"
"2017	Piauí	Maio	36	01/01/2017"
"1998	Piauí	Junho	46	01/01/1998"
"1999	Piauí	Junho	47	01/01/1999"
"2000	Piauí	Junho	18	01/01/2000"
"2001	Piauí	Junho	87	01/01/2001"
"2002	Piauí	Junho	161	01/01/2002"
"2003	Piauí	Junho	88	01/01/2003"
"2004	Piauí	Junho	239	01/01/2004"
"2005	Piauí	Junho	171	01/01/2005"
"2006	Piauí	Junho	40	01/01/2006"
"2007	Piauí	Junho	303	01/01/2007"
"2008	Piauí	Junho	33	01/01/2008"
"2009	Piauí	Junho	56	01/01/2009"
"2010	Piauí	Junho	208	01/01/2010"
"2011	Piauí	Junho	462	01/01/2011"
"2012	Piauí	Junho	834	01/01/2012"
"2013	Piauí	Junho	263	01/01/2013"
"2014	Piauí	Junho	373	01/01/2014"
"2015	Piauí	Junho	283	01/01/2015"
"2016	Piauí	Junho	153	01/01/2016"
"2017	Piauí	Junho	193	01/01/2017"
"1998	Piauí	Julho	189	01/01/1998"
"1999	Piauí	Julho	123	01/01/1999"
"2000	Piauí	Julho	75	01/01/2000"
"2001	Piauí	Julho	337	01/01/2001"
"2002	Piauí	Julho	534	01/01/2002"
"2003	Piauí	Julho	407	01/01/2003"
"2004	Piauí	Julho	564	01/01/2004"
"2005	Piauí	Julho	445	01/01/2005"
"2006	Piauí	Julho	150	01/01/2006"
"2007	Piauí	Julho	919	01/01/2007"
"2008	Piauí	Julho	97	01/01/2008"
"2009	Piauí	Julho	302	01/01/2009"
"2010	Piauí	Julho	1696	01/01/2010"
"2011	Piauí	Julho	864	01/01/2011"
"2012	Piauí	Julho	1755	01/01/2012"
"2013	Piauí	Julho	361	01/01/2013"
"2014	Piauí	Julho	1177	01/01/2014"
"2015	Piauí	Julho	690	01/01/2015"
"2016	Piauí	Julho	754	01/01/2016"
"2017	Piauí	Julho	643	01/01/2017"
"1998	Piauí	Agosto	711	01/01/1998"
"1999	Piauí	Agosto	499	01/01/1999"
"2000	Piauí	Agosto	415	01/01/2000"
"2001	Piauí	Agosto	1133	01/01/2001"
"2002	Piauí	Agosto	2280	01/01/2002"
"2003	Piauí	Agosto	864	01/01/2003"
"2004	Piauí	Agosto	1002	01/01/2004"
"2005	Piauí	Agosto	943	01/01/2005"
"2006	Piauí	Agosto	911	01/01/2006"
"2007	Piauí	Agosto	3551	01/01/2007"
"2008	Piauí	Agosto	290	01/01/2008"
"2009	Piauí	Agosto	790	01/01/2009"
"2010	Piauí	Agosto	4035	01/01/2010"
"2011	Piauí	Agosto	1958	01/01/2011"
"2012	Piauí	Agosto	3614	01/01/2012"
"2013	Piauí	Agosto	1015	01/01/2013"
"2014	Piauí	Agosto	2265	01/01/2014"
"2015	Piauí	Agosto	2057	01/01/2015"
"2016	Piauí	Agosto	1647	01/01/2016"
"2017	Piauí	Agosto	1572	01/01/2017"
"1998	Piauí	Setembro	1991	01/01/1998"
"1999	Piauí	Setembro	872	01/01/1999"
"2000	Piauí	Setembro	1099	01/01/2000"
"2001	Piauí	Setembro	2401	01/01/2001"
"2002	Piauí	Setembro	2475	01/01/2002"
"2003	Piauí	Setembro	3399	01/01/2003"
"2004	Piauí	Setembro	2662	01/01/2004"
"2005	Piauí	Setembro	3136	01/01/2005"
"2006	Piauí	Setembro	1618	01/01/2006"
"2007	Piauí	Setembro	4078	01/01/2007"
"2008	Piauí	Setembro	1472	01/01/2008"
"2009	Piauí	Setembro	1709	01/01/2009"
"2010	Piauí	Setembro	5392	01/01/2010"
"2011	Piauí	Setembro	4402	01/01/2011"
"2012	Piauí	Setembro	4479	01/01/2012"
"2013	Piauí	Setembro	2311	01/01/2013"
"2014	Piauí	Setembro	2536	01/01/2014"
"2015	Piauí	Setembro	5828	01/01/2015"
"2016	Piauí	Setembro	1394	01/01/2016"
"2017	Piauí	Setembro	3422	01/01/2017"
"1998	Piauí	Outubro	2586	01/01/1998"
"1999	Piauí	Outubro	1438	01/01/1999"
"2000	Piauí	Outubro	2558	01/01/2000"
"2001	Piauí	Outubro	3742	01/01/2001"
"2002	Piauí	Outubro	2757	01/01/2002"
"2003	Piauí	Outubro	2332	01/01/2003"
"2004	Piauí	Outubro	2144	01/01/2004"
"2005	Piauí	Outubro	3263	01/01/2005"
"2006	Piauí	Outubro	1443	01/01/2006"
"2007	Piauí	Outubro	2331	01/01/2007"
